id	layer	check	verdict	subject	evidence	autofix	action
C3-f36a14	conservation	C3	IDENTISCH	Terminologien-1.x.page.md	retired: [MAP-EDIT] intentionally blank in source; module defines 0 terminology artifacts (code-systems page itself is an M9 removal)	-	-
C4-f71df9	conservation	C4	NICHT PRUEFBAR	AnwendungsflleInformationsmodell-1.x/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-a0566d	conservation	C4	DIVERGIERT	BeschreibungModul-1.x.page.md	1 of 15 PROSE runs of the source page are in no target page (first: ## Beschreibung Modul Das Erweiterungsmodul Symptome/klinisc…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-eb1659	conservation	C4	DIVERGIERT	BeschreibungvonSzenarienfrdieAnwendungderModule-1.x.page.md	3 of 22 PROSE runs of the source page are in no target page (first: ## Beschreibung von Szenarien für die Anwendung der Module 1…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-196ae3	conservation	C4	DIVERGIERT	CapabilityStatement.page.md	3 of 6 PROSE runs of the source page are in no target page (first: Um eine dezentrale Datenauswertung mittel des Deutsche Forsc…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-09b0b0	conservation	C4	NICHT PRUEFBAR	Condition-1.x.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 1 of 7 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-1ba58e	conservation	C4	IDENTISCH	Datenstzeinkl.Beschreibungen-1.x.page.md	all 6 prose runs present in the target's de corpus	-	-
C4-fc91ca	conservation	C4	DIVERGIERT	FHIR-Profile-1.x/Index.page.md	2 of 5 PROSE runs of the source page are in no target page (first: Insbesondere sei hier die [International Patient Summary]( h…); 3 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-5ebbe3	conservation	C4	IDENTISCH	KontextimGesamtprojektBezgezuanderenModulen-1.x.page.md	all 27 prose runs present in the target's de corpus	-	-
C4-c61d78	conservation	C4	DIVERGIERT	MIIIGModulSymptom/Index.page.md	4 of 15 PROSE runs of the source page are in no target page (first: # Kerndatensatz Modul Symptome/klinischer Phänotyp Die vorli…); 6 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-2b0948	conservation	C4	NICHT PRUEFBAR	Observation-1.x.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 2 of 18 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-80da04	conservation	C4	DIVERGIERT	Observation-Condition-Relationship.page.md	1 of 27 PROSE runs of the source page are in no target page (first: Der Inhalt dieser Seite basiert auf dem [HL7 FHIR Symptoms I…); 11 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-2c1219	conservation	C4	NICHT PRUEFBAR	Referenzen-1.x.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-e758ee	conservation	C4	NICHT PRUEFBAR	TechnischeImplementierung-1.x/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-66cb7a	conservation	C4	NICHT PRUEFBAR	Terminologien-1.x.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-88a5b3	conservation	C4	IDENTISCH	UML-1.x.page.md	all 6 prose runs present in the target's de corpus	-	-
C4-ef59ff	conservation	C4	DIVERGIERT	index.md	1 of 1 PROSE runs of the source page are in no target page (first: # MII IG Modul Symptom Feel free to modify this index page w…)	-	map the missing text to a target page section, or record the loss in the report's content map
C5-f09e26	conservation	C5	IDENTISCH	input/includes/menu.xml	all 22 menu entries resolve to a real page	-	-
C5-89fa79	conservation	C5	IDENTISCH	input/translations/en/includes/menu.xml	all 22 menu entries resolve to a real page	-	-
C5-1a3c1c	conservation	C5	IDENTISCH	14 narrative pages	every one is reachable from a menu entry	-	-
C5-3cab9a	conservation	C5	IDENTISCH	target page set	every narrative page is either the template's or a page-map target	-	-
C6-0cb03d	conservation	C6	IDENTISCH	BeschreibungModul-1.x.page.md	14 of 15 runs placed, most on index -- the mapped target	-	-
C6-d5f8be	conservation	C6	IDENTISCH	BeschreibungvonSzenarienfrdieAnwendungderModule-1.x.page.md	19 of 22 runs placed, most on guidance -- the mapped target	-	-
C6-c81fe3	conservation	C6	IDENTISCH	CapabilityStatement.page.md	3 of 6 runs placed, most on capability-statements -- the mapped target	-	-
C6-e0a3be	conservation	C6	IDENTISCH	Condition-1.x.page.md	6 of 7 runs placed, most on StructureDefinition-mii-pr-symptom-condition-intro -- the mapped target	-	-
C6-bddee7	conservation	C6	IDENTISCH	Datenstzeinkl.Beschreibungen-1.x.page.md	6 of 6 runs placed, most on logical-models -- the mapped target	-	-
C6-665328	conservation	C6	IDENTISCH	FHIR-Profile-1.x/Index.page.md	3 of 5 runs placed, most on profiles -- the mapped target	-	-
C6-3d06ae	conservation	C6	IDENTISCH	KontextimGesamtprojektBezgezuanderenModulen-1.x.page.md	27 of 27 runs placed, most on implementer-guidance -- the mapped target	-	-
C6-889d0d	conservation	C6	IDENTISCH	MIIIGModulSymptom/Index.page.md	11 of 15 runs placed, most on index -- the mapped target	-	-
C6-60563e	conservation	C6	IDENTISCH	Observation-1.x.page.md	16 of 18 runs placed, most on StructureDefinition-mii-pr-symptom-observation-intro -- the mapped target	-	-
C6-d94696	conservation	C6	IDENTISCH	Observation-Condition-Relationship.page.md	26 of 27 runs placed, most on profiles -- the mapped target	-	-
C6-5f8fda	conservation	C6	IDENTISCH	UML-1.x.page.md	6 of 6 runs placed, most on uml-diagrams -- the mapped target	-	-
C7-3cfb4d	conservation	C7	NICHT PRUEFBAR	Condition-1.x.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-da081c	conservation	C7	NICHT PRUEFBAR	Observation-1.x.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-aef73c	conservation	C7	IDENTISCH	18 derived-content marker(s)	source= resolves to a page-map row or the literal `none`; both language mirrors carry it (default-language, en); every target page that replaced lost source prose carries one (migration-log/derived-content.tsv). The markers are review items, not defects: they are queue 2 rows, and whether any may remain at publication is a Gate-D decision (spec section 9d).	-	-
F1-093008	fidelity	F1	IDENTISCH	id	mii-ig-symptom (identical to the source)	-	-
F1-bacf3c	fidelity	F1	IDENTISCH	packageId	de.medizininformatikinitiative.kerndatensatz.symptom (identical to the source)	-	-
F1-489e82	fidelity	F1	IDENTISCH	canonical	https://www.medizininformatik-initiative.de/fhir/modul-sympt… (identical to the source)	-	-
F1-6cbfea	fidelity	F1	IDENTISCH	version	2026.0.0-rc.1 (identical to the source)	-	-
F1-8a3995	fidelity	F1	IDENTISCH	status	active (identical to the source)	-	-
F1-b5b102	fidelity	F1	IDENTISCH	title	MII IG Symptom (identical to the source)	-	-
F1-7bae24	fidelity	F1	IDENTISCH	license	CC-BY-4.0 (identical to the source)	-	-
F1-5451f2	fidelity	F1	IDENTISCH	publisher	Medizininformatik Initiative (identical to the source)	-	-
F1-f60f40	fidelity	F1	IDENTISCH	fhirVersion	4.0.1 (identical to the source)	-	-
F2-d14403	fidelity	F2	IDENTISCH	de.basisprofil.r4	pinned 1.5.4, identical to the source pin (the source tree (--source))	-	-
F2-ce5cda	fidelity	F2	DIVERGIERT	de.medizininformatikinitiative.kerndatensatz.meta	target 2026.0.0  vs  source pin 2026.0.x (the source tree (--source))	-	the source pin is the evidence; a registry dist-tag is not. Restore the pin or make the bump a Gate-A decision
F2-b243e7	fidelity	F2	IDENTISCH	hl7.fhir.eu.base	pinned 0.1.0, identical to the source pin (the source tree (--source))	-	-
F2-fd0e73	fidelity	F2	NICHT PRUEFBAR	hl7.fhir.uv.crmi	target-only dependency 2.0.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F2-047205	fidelity	F2	NICHT PRUEFBAR	hl7.fhir.uv.extensions.r4	target-only dependency 5.3.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F2-8f9355	fidelity	F2	NICHT PRUEFBAR	hl7.terminology.r4	target-only dependency 7.3.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F3-1a29c4	fidelity	F3	IDENTISCH	license	CC-BY-4.0 asserted from tier package.json+meta-license-extension (package.json:license + sushi-config.yaml:36-42 (no license: …)	-	-
F3-ce21cb	fidelity	F3	IDENTISCH	LICENSE file	the file text is CC-BY-4.0 (header: 'attribution 4.0 international'), matching the declared scalar	-	-
F4-2ff1aa	fidelity	F4	IDENTISCH	16 FSH files	no fhir_comments rules, no whitespace-bearing code references	-	-
P1-fded0e	provenance	P1	IDENTISCH	template	rendered de.medizininformatikinitiative.template#1.3.4 == recorded template release v1.3.4 (URL reference)	-	-
P2-27e398	provenance	P2	IDENTISCH	scaffold template ref	v0.13.2 == latest release v0.13.2	-	-
P3-a28a47	provenance	P3	IDENTISCH	IG Publisher version	2.3.2 == the workflow pin	-	-
P3-c39a79	provenance	P3	NICHT PRUEFBAR	IG Publisher currency	the publisher reports itself out of date (current 2.3.3)	-	upgrading the publisher is a target-repository decision, not a migration one -- record it, do not act on it here
P4-379bde	provenance	P4	DIVERGIERT	source guide version	the recorded guide URL carries ?version=current (run.log, action harvest-decision) -- the live, editable project, not a published version	-	re-harvest from a PUBLISHED version; `current` is not reproducible. Where the guide has no published version at all, that is the finding -- record it as such rather than leaving the pin unstated
P5-ae41ea	provenance	P5	IDENTISCH	ig.ini	`ig = fsh-generated/resources/ImplementationGuide-mii-ig-symptom.json` exists in the target	-	-
R1-866fe1	rendering	R1	IDENTISCH	output/de	tables, tabs and images all non-empty and resolvable	-	-
R2-48ed52	rendering	R2	DIVERGIERT	output/de id="ig-status" [{{]	on 1 page(s), e.g. searchform.html: Search {{title}} (Current Build)	-	rendered header/footer metadata defect -- qa.txt does not report it. Fix the metadata it renders (a jurisdiction code the template cannot resolve is the measured case)
R1-e1bc49	rendering	R1	IDENTISCH	output/en	tables, tabs and images all non-empty and resolvable	-	-
R2-d1da9a	rendering	R2	DIVERGIERT	output/en id="ig-status" [{{]	on 1 page(s), e.g. searchform.html: Search {{title}} (Current Build)	-	rendered header/footer metadata defect -- qa.txt does not report it. Fix the metadata it renders (a jurisdiction code the template cannot resolve is the measured case)
R1-76f413	rendering	R1	NICHT PRUEFBAR	source-versus-target rendering	no harvested source HTML (./migration-log/guide-harvest/html) and/or no page map	-	harvest with --keep-html and write the page map; without a source rendering, 'non-empty where non-empty in the source' has no reference
R3-c3bc54	rendering	R3	IDENTISCH	output/de	all 14 narrative pages differ from the default language	-	-
R4-84ad62	rendering	R4	IDENTISCH	template example links	none, over 1 token(s) from template-artifacts-v0.13.2.tsv (verified against template package 1.3.3)	-	-
R5-22d113	rendering	R5	IDENTISCH	input/translations/en/ImplementationGuide-mii-ig-symptom.po	a translated unit for every one of the 15 page titles	-	-
L0-28d3e4	log	L0	IDENTISCH	./migration-log/run.log	243 parsed lines, 1 runs	-	-
L1-d341a1	log	L1	IDENTISCH	5.5/gen-page-title-po @ 2026-08-31T20:00:17Z	silent-partial-success WARN, later resolved in the log	-	-
L2-0e48db	log	L2	IDENTISCH	1 preflight-analysis	present in the log	-	-
L2-5e1c48	log	L2	IDENTISCH	pre.2 classify-source-shape	present in the log	-	-
L2-4fd559	log	L2	IDENTISCH	pre.5 toolchain	present in the log	-	-
L2-541189	log	L2	IDENTISCH	5.1 source-inventory	present in the log	-	-
L2-9a6da6	log	L2	IDENTISCH	2.1 read-identity	present in the log	-	-
L2-23b069	log	L2	NICHT PRUEFBAR	2.1 package-identity	no line in the log; the step is conditional (no sushi-config.yaml in the source)	-	confirm the condition did not hold -- The published package is the only machine source for the dependency PINS (spec §2.1.1).
L2-7163a2	log	L2	NICHT PRUEFBAR	2.1 repo-identity	no line in the log; the step is conditional (no sushi-config.yaml in the source)	-	confirm the condition did not hold -- The repository's LICENSE text is the only machine source for `license` — the field that must never default (spec §2.2).
L2-07bdbb	log	L2	NICHT PRUEFBAR	5.1c simplifier-discover	no line in the log; the step is conditional (no rendered-IG URL was supplied)	-	confirm the condition did not hold -- Without the discovery chain the guide is not found, and a migration then ships the template's starter pages.
L2-930ba2	log	L2	NICHT PRUEFBAR	5.1d guide-harvest	no line in the log; the step is conditional (the narrative is not in the repository)	-	confirm the condition did not hold -- This is the step whose absence shipped the template's starter pages under a module's name.
L2-666ef6	log	L2	IDENTISCH	5.2 skeleton-vendored	present in the log	-	-
L2-1e1cb5	log	L2	IDENTISCH	5.2 template-reference	present in the log	-	-
L2-200a9d	log	L2	IDENTISCH	5.2 sushi-skeleton	present in the log	-	-
L2-f09283	log	L2	IDENTISCH	5.2 license-align	present in the log	-	-
L2-9a700e	log	L2	IDENTISCH	5.3 transfer-artefacts	present in the log	-	-
L2-8fadca	log	L2	IDENTISCH	5.4 fql-scan	present in the log	-	-
L2-ec69ec	log	L2	IDENTISCH	5.4a optional-page-decisions	present in the log	-	-
L2-b6ec8c	log	L2	IDENTISCH	5.4b security-privacy-decision	present in the log	-	-
L2-254dc3	log	L2	IDENTISCH	5.4c page-routing	present in the log	-	-
L2-21c0ec	log	L2	IDENTISCH	5.4d derived-scan	present in the log	-	-
L2-a85d96	log	L2	IDENTISCH	5.5 gen-page-title-po	present in the log	-	-
L2-619c38	log	L2	IDENTISCH	5.6 sushi-build	present in the log	-	-
L2-a60619	log	L2	IDENTISCH	5.6 ig-publisher	present in the log	-	-
L2-d8144d	log	L2	IDENTISCH	5.6a sibling-skill-check	present in the log	-	-
L2-bce311	log	L2	IDENTISCH	7 prepost-delta	present in the log	-	-
L2-3b5912	log	L2	IDENTISCH	11 verify-migration	present in the log	-	-
L3-d86477	log	L3	IDENTISCH	open identity contradictions	the log records no `identity-contradiction:` WARN	-	-
L3-8766f8	log	L3	IDENTISCH	identity ledger	migration-log/identity-claims.tsv present, 12 claim(s)	-	-
L4-106e61	log	L4	NICHT PRUEFBAR	conversion count	no `gofsh-convert … actual=` line in the log	-	shape B only; for shape A there is nothing to convert
L4-f17740	log	L4	NICHT PRUEFBAR	page count	no harvested count in the log and/or no harvest manifest	-	harvest the guide (step 2c) where the narrative is not in the repo
L4-40cf60	log	L4	IDENTISCH	artifact count	artifacts.html lists 7 for 7 generated resources	-	-
